mu,sigma,draw
0.06260728812629499,0.5094545168476158,288
-0.014117816629762027,0.4934492503235992,289
0.03590684499423598,0.46444408645020224,290
0.01472470478737056,0.47182734492535283,291
0.010835855146901694,0.46446106994710956,292
-0.008453978571463044,0.48303142447055875,293
0.028853518624966632,0.5007075059060979,294
0.025120426030381594,0.4879764481482163,295
0.02715796592197249,0.46418155921636434,296
0.012257279722955598,0.48669282013220566,297
0.016911012413488587,0.47748385747412636,298
-0.002871047409687969,0.47135860128096196,299
0.003818503041431983,0.4993768979442812,300
0.01718249414229582,0.4723128547745498,301
0.02783778545691502,0.44801184795816945,302
-0.001424048640040673,0.49374773304043673,303
-0.004017285313414725,0.4756574262081875,304
0.01566921605943127,0.5161268016945745,305
0.027219677814546227,0.48741175345761073,306
0.03007637749310826,0.49830872408347565,307
0.027628100257876615,0.5035754963114104,308
0.019189742581072797,0.4571018025751226,309
0.011196789343192173,0.504977054295568,310
0.02338518699410207,0.4953796461662916,311
0.041308877510193784,0.5327873308037206,312
0.02936002049922936,0.4716568559831272,313
0.03173843873900121,0.4871218446220043,314
0.06195270189104631,0.48607229349089176,315
0.006403282302652353,0.4874783142451601,316
-0.012676909597570552,0.48712082804096596,317
0.009311577243412519,0.468576891466754,318
0.005879223283281021,0.49962635718216375,319
0.006901299648141313,0.4972959732967452,320
0.0030426402069179456,0.4812290545283204,321
0.02752402041299988,0.5060548485964407,322
0.0071358546096427986,0.4828742859917878,323
-0.005632979589411927,0.48224339391744286,324
0.005244580679808746,0.4898075131402033,325
0.026357484171425107,0.48634692104352223,326
0.026869789611867943,0.506518326157493,327
0.022018971773558577,0.48136405351732353,328
0.04955900714595123,0.4726039418324276,329
0.01389401403378975,0.46446582762216077,330
0.02135224277835324,0.48873269432470157,331
0.01740829145232218,0.49820983892278486,332
0.0025666089413920374,0.5033879284457445,333
-0.010098772785937743,0.487864864139156,334
0.03533812625012578,0.5084190461775391,335
0.04966814554777095,0.49080553687191164,336
0.006516221446281336,0.4931290945737348,337
0.004729949522761001,0.5090691107101636,338
0.013419565376131887,0.5030816684084295,339
0.04978140688204322,0.4763067157694678,340
0.03608881566764921,0.48151949478975076,341
0.03530038396746869,0.469126479483315,342
0.02616923905456569,0.4811566139796841,343
0.002362894333811438,0.5029313674851325,344
0.02361526926002292,0.4839340715422595,345
0.0575779765974511,0.4820799533458919,346
0.0460533301083769,0.4845723924075131,347
0.006680539120740646,0.49119127505648014,348
0.019824647778729956,0.5043136029206963,349
0.028003778561610383,0.4926182436558006,350
0.02324885303677861,0.5157312499238561,351
0.011029096086221093,0.4634066888918086,352
-0.009720499731361904,0.49213117224228703,353
0.008814586070557701,0.48993404409743363,354
0.0160846416294759,0.5145354598023348,355
0.010805773404751435,0.4824180846885283,356
0.020297667855702382,0.49428987382856265,357
0.012873213750623756,0.4861102556090568,358
0.009575984806904296,0.49771975400262153,359
0.046937188897159664,0.47712663439036773,360
-0.0035657690453274812,0.46480692019576114,361
0.024668272191316117,0.5017995497569749,362
0.02792136932900944,0.47529995967150496,363
0.0403246260430629,0.4870382631505336,364
-0.016917712498656638,0.49175866284020536,365
0.042994378381759124,0.48232966308742714,366
0.02686790148267086,0.4957474938281871,367
0.012799085301159514,0.4734939852184747,368
-0.006783456477055711,0.49000395698705307,369
0.04903816834342121,0.47515740562600184,370
0.049690988198532134,0.4884774219711029,371
0.0281105865483724,0.49522043516717523,372
0.03395097259516656,0.5048134271224204,373
0.05368646751008578,0.4580320076374072,374
0.06125546554135615,0.4716014457572266,375
0.019909658677229564,0.4542865379951692,376
0.04089055927572496,0.5009217981544944,377
0.02813509699652514,0.4740060455930766,378
0.02336325489609308,0.5189770642461576,379
0.029344683671440622,0.4869808277214861,380
0.03038943471203126,0.4838366172569345,381
0.021703617935528465,0.5144863431781449,382
0.020822370264172912,0.483242750118515,383
0.014264439884327747,0.48055245183055456,384
0.027891944798926472,0.4986775892492617,385
0.0024717318309565584,0.5243520055019846,386
0.05000101364365441,0.48299045953020125,387
-2.508136065452031e-4,0.4911405887100897,388
0.02427388244946637,0.49233946887159347,389
0.03013072524442256,0.5107558616002962,390
0.024651266104213698,0.4614355994916602,391
0.004182224955456365,0.505422696109608,392
0.03616991955654335,0.49720078815304364,393
0.0018872415610439583,0.4831346273152433,394
0.024193744676376628,0.46918806225099846,395
0.010955820555417347,0.5022775402543999,396
0.042954143120202216,0.48910628851493887,397
0.026072557366064664,0.5014622918268972,398
0.03852244642978192,0.520198646732042,399
0.03088628347251711,0.4815906595967001,400
0.006758438870156304,0.5120044297641788,401
0.03360901125594353,0.46175872893527065,402
0.01503804674366814,0.5057634439959244,403
0.017613285499442587,0.4915555111429019,404
0.003290311519459191,0.49714310996009786,405
0.022278587888990103,0.48757364334098124,406
0.021383746531064906,0.4717516913692941,407
0.0340499885212362,0.5046593101007025,408
0.014805510459344785,0.49232604928068274,409
0.0372918783402254,0.5000919742431672,410
0.03667743557969923,0.48682985159005165,411
0.012701327541477517,0.4629512821039261,412
-0.001636574622046228,0.4645648833122971,413
0.017789641931254995,0.4982383547515234,414
-0.0017365975470397688,0.4916631344766746,415
0.03454349557365246,0.4936652452299135,416
0.033720106944182066,0.5014338519173412,417
0.002024793212510103,0.4884511975089055,418
0.01498047497528834,0.46778442997135167,419
0.0331984522143307,0.4793410808006402,420
0.052746281268077,0.4942738940523586,421
0.01040189672479475,0.46641404924049773,422
0.008745554603705416,0.46018932424360093,423
-0.006565021802803564,0.5231290210727683,424
0.024188032553764373,0.5104504623032443,425
5.082500124290028e-4,0.4923062756660117,426
0.04112372455864555,0.4788321154478652,427
-0.0015368988464152331,0.4818861672131821,428
0.01310692643265622,0.4939884676505499,429
0.005826913802029092,0.5161808711956277,430
0.024660135226205998,0.47280235687618566,431
0.039033667519566745,0.48506930914740565,432
0.02696903664321977,0.48792317346361525,433
0.01261359670357001,0.4986368192149319,434
0.04151947236240143,0.483969198184834,435
0.015151142754835416,0.46629812375696345,436
0.002609106184455136,0.4795261120623595,437
0.024193461740386498,0.48289668846076694,438
0.010873237546508242,0.45403676828646533,439
0.01232251237792956,0.47797307965259483,440
-0.006619531946706765,0.47031135231707455,441
0.011363908931390604,0.4897823968371625,442
0.00648541066609653,0.4785426857102131,443
0.03003720821340985,0.46830494660321276,444
0.011839996833952026,0.47946297789879927,445
0.01691750338567598,0.49481774673548495,446
0.02620255555215142,0.46630908097044915,447
0.0042074277898402086,0.4825391930296131,448
-0.0023891311211492374,0.5193939566241421,449
-0.007740588206358632,0.4879157403509637,450
0.041511726145399976,0.47951249947044305,451
0.024988510947368845,0.47320179065386725,452
0.03140586604401573,0.5021331414142091,453
0.0537722582552521,0.4723388616428517,454
0.02168333067503198,0.48850832008977607,455
0.018172859401896772,0.4793322785415321,456
0.012499626535651825,0.4566721205351307,457
-0.019263912273206625,0.4894703142121398,458
0.018740453422292785,0.48088950266853425,459
0.011944852518710867,0.45613764666554557,460
0.010157192845144342,0.49695301115435847,461
-0.010112610176308334,0.48946598713809775,462
0.015434760291815947,0.4655593306051568,463
0.0019875321652257937,0.5091710292328082,464
0.012962042556195092,0.5096197259843926,465
0.030566101404928818,0.46982252068004476,466
0.015079206917168134,0.4889290235520798,467
0.014511267316920541,0.5265661254410045,468
0.036848411970604095,0.49151826613345395,469
0.03165754287516643,0.4817673005866461,470
0.03702327546141895,0.480754011263147,471
0.010857284111209571,0.4849821159494147,472
0.03122071696873104,0.5179445883507763,473
0.015655085567488056,0.487606752163819,474
0.025884149346229388,0.468699611851166,475
0.033306676886927455,0.47262355089612157,476
-0.005086773659598923,0.5113000500447165,477
0.00974840536504986,0.49940386025737155,478
0.039037906256925096,0.4865888013930013,479
0.00563039253682419,0.4916105861655192,480
0.02650236850311865,0.468866048978067,481
-9.925203994545374e-4,0.4687945905149553,482
0.021733616313845516,0.47404563983595116,483
0.02481865844853052,0.493275058446125,484
0.018999511658005373,0.46175702374475525,485
0.0435558172951861,0.47284498148541715,486
0.03571933006176214,0.47542543428003253,487
0.01949623872138134,0.49719581258389106,488
0.01554479979647267,0.4939414982603966,489
0.03459765450508218,0.5043913991285799,490
0.04778999946831576,0.4862054167369737,491
0.04039803069478499,0.48487630007882465,492
0.052645559950719234,0.4933984521512235,493
0.01453284858345076,0.4899941057642355,494
-0.012636257334337656,0.505952694033413,495
0.011689033709863952,0.49149855340109116,496
0.019761179705863333,0.4706781597507885,497
0.02725259329873409,0.4846816056372873,498
0.004229069451044981,0.5192248417568616,499
0.021220453532457575,0.49928195701757133,500
-0.016633285011621556,0.5155523884432339,501
7.927251090195323e-4,0.48053706230783283,502
0.018512328867823065,0.4696667625951418,503
-0.0010160366654128356,0.49550299787233293,504
0.0031668884568401877,0.4892173257549995,505
0.03413196901448367,0.5051948777245985,506
0.014221665350558564,0.507970192169821,507
0.0220522475908777,0.5087498579052216,508
0.03218495822763998,0.48587119706675214,509
0.04585358842300287,0.4952185335113852,510
0.013548632840981224,0.45982328186934107,511
-0.012400309199549344,0.500285719200979,512
0.005385476122904832,0.4807839760402347,513
0.015445202166872452,0.4989825889598436,514
0.01086740388170038,0.4712850155588508,515
0.010877882916535606,0.5010160114214147,516
0.005953226646276006,0.4758269434485723,517
-0.0040531409335668915,0.4792969709758017,518
-0.01656224865532624,0.5018017475872013,519
0.01676628064426071,0.5096412746342386,520
0.029405262239277002,0.5287767727862612,521
0.007698669988654052,0.49397582375874355,522
0.021951845029685203,0.49766775700602867,523
-4.960384479590738e-4,0.46875076168236024,524
0.05924346471010036,0.4866941973870916,525
0.03291337913487401,0.4864789071475937,526
0.03513243482342579,0.4595182967375843,527
0.0199150184051465,0.5003523397756008,528
0.005082092887884823,0.4791935369706897,529
0.006020164237137149,0.4937354672421535,530
0.003923625458390298,0.4895310430525777,531
0.03465954985055251,0.49003929054739775,532
0.009342433386171337,0.4852787991705677,533
0.0552665526912684,0.4793343691173985,534
0.013777196948864465,0.5018457700062278,535
0.00942221257117275,0.5070194210672578,536
0.010804258268197033,0.4859336983992122,537
0.019963260252573035,0.49950018051442885,538
0.01691880938077388,0.495323740484315,539
0.020952597006539744,0.4830293190072179,540
-0.00837860993703346,0.4942359278009088,541
0.028404190645968826,0.47624906880961915,542
0.00956308039560403,0.532885937578961,543
0.01716513272198599,0.48836194276283185,544
0.005341174092012196,0.5011563598566693,545
0.014558762090260953,0.480008558461152,546
0.011824404173634508,0.5024434823360876,547
0.018233022078259064,0.475584862544079,548
0.02113307871004509,0.5011235856155306,549
0.005195794012249625,0.48186924774150575,550
-0.0021341468039145855,0.48250000282013117,551
0.034860653112138935,0.48318052074229917,552
0.040197288015779827,0.4726685013879035,553
0.004430650847294806,0.4878837290728225,554
0.01976635805698443,0.4799048231114892,555
0.0349948725466356,0.4776837369925887,556
0.034565880098655494,0.5007389564487331,557
-0.010979366519247932,0.499659104754621,558
0.02723975040149607,0.4516518165188451,559
0.016485616045469387,0.5063886584000019,560
0.007570361458898804,0.46208135111479065,561
0.008227924053791316,0.4827779520707479,562
0.021060512095905523,0.48862164942896885,563
0.018372847400424604,0.48162729802194504,564
0.024470839871407305,0.46007910857120166,565
0.011433244747099076,0.5118105634232858,566
0.0011006619242055291,0.4873887874410525,567
0.022747478216938642,0.49647779630060457,568
-0.0026500962256535174,0.502754746339248,569
0.004388133592369243,0.48583803050478214,570
0.03436410861857945,0.48127836540246705,571
0.027262777683514275,0.4791847488936623,572
0.024258161492522332,0.49158758970376,573
0.027057063146518893,0.5017646972471936,574
-0.010938039380296544,0.48893355756326756,575
0.012609683226678315,0.47681110695763274,576
0.03239298657919774,0.47368330425270117,577
-0.019549523938414793,0.5056931021065701,578
0.023043210904065557,0.5025330341793763,579
-0.0015059927284982438,0.4781026082992697,580
0.027328388423681408,0.49846385550425976,581
0.04296681210790755,0.5056904127456984,582
0.02788312270986329,0.48164688441285713,583
0.011791422163497246,0.49383343572799016,584
0.022921635142387847,0.4869849058938808,585
0.01072842662445854,0.4739657948768358,586
0.036974450115622344,0.4708321753726057,587
0.03565172259182372,0.47952111507632683,588
0.01149674127982138,0.47665741362610664,589
0.02252087411448117,0.4724732894507796,590
0.024812928437074493,0.504708363699245,591
0.03733240640202866,0.49535314891739185,592
0.01819104039922906,0.488101564118131,593
0.01873755640682956,0.48960654094062,594
-0.004733446082698992,0.4794944536965866,595
0.02025372949230096,0.49565452325322096,596
0.010197386137444569,0.47498010734242585,597
0.013222110336444957,0.4658473063121304,598
0.013058443226821606,0.4847658570188775,599
0.01801636916623972,0.47964622682263663,600
0.013411063659695948,0.49330106342378716,601
0.029729934407355274,0.5085048746790645,602
-0.01200792296384812,0.4740382549937867,603
0.024121280970746745,0.4928686571411907,604
0.013424266218744698,0.48462623266301014,605
0.02209312382446873,0.5055894103553751,606
0.028280131963931664,0.46600711266666917,607
-0.022704038381976238,0.466206077470078,608
0.004701726896260602,0.48862878156776035,609
-0.006026509186362906,0.48545604426509975,610
0.00512240211355639,0.5045911210493313,611
0.018915160836215878,0.4974698013752309,612
0.017507781402883057,0.4912916933922812,613
0.01740045124997549,0.46563424601191966,614
0.019336467048337046,0.4965544034928352,615
0.017056432879836377,0.49299121500936904,616
-0.00466088573161489,0.5077204901904406,617
-0.0030611630623051697,0.49564989506105855,618
0.007396648168070209,0.5050909036361344,619
-0.0032463474186828385,0.49106044668661725,620
0.03310421155972729,0.5144160702425522,621
0.009349749696504584,0.4851682617088221,622
0.013491250869896172,0.5014718610321856,623
0.044009073691259025,0.5043736881341725,624
0.030233954180200272,0.46497797667438584,625
-0.0025571650823471067,0.4990434060549021,626
0.023727077207726245,0.49529836955770024,627
0.01581513446128647,0.4895634553369143,628
-0.007657299507178228,0.5032769845270183,629
0.02448265432689435,0.4805453784577034,630
0.037281313488513296,0.4948239900039802,631
0.030145363989391348,0.49963774341249556,632
0.018147095901147995,0.49443637916903604,633
0.038724207141159095,0.48340902930192475,634
0.026670400230143644,0.488693902679619,635
0.004920449878747783,0.4856199810645464,636
0.025230741649221507,0.46096497851206714,637
-0.0017203072825264318,0.46716769769653654,638
0.020243692325890315,0.484418673612272,639
0.0011454910234830846,0.4890883574147905,640
0.004515355229886711,0.4847645874456916,641
0.02601872270457699,0.4895654113873937,642
0.016191916784350897,0.4935489895521005,643
0.011364426441055902,0.48293435919775213,644
0.01739379255446628,0.49057669158736156,645
0.03311737157343497,0.49743290539503804,646
0.0072175252964339675,0.5119482744143553,647
0.04857139899548005,0.4892417318671832,648
-0.02603964402544897,0.5043685837969801,649
0.012270278447779758,0.4898184602994596,650
0.0033343704360603195,0.4671261650102141,651
0.010368672634814167,0.49438362427407867,652
-0.0012619969433281951,0.4833767714531541,653
0.001386347079480885,0.47624371576164193,654
0.017792997523260867,0.4736990685878804,655
0.02446157687307686,0.4831782482410298,656
0.03829600178111459,0.49645523271604464,657
0.048524264753249426,0.5032310763272833,658
0.005365452843160913,0.49420542353289676,659
-2.5419280231386105e-4,0.47292708791976296,660
0.03968571118496951,0.4664966790415097,661
0.033716643155311095,0.4859041883224258,662
-0.01749783214038854,0.49210399677985617,663
0.00928268598945015,0.49096672778183553,664
0.02204044095390428,0.49211891019743637,665
0.001725832962091025,0.5102870647167006,666
0.049599992781384376,0.4925051563879958,667
0.014144973591838748,0.4959173949674919,668
0.0020400729392344233,0.5077970964559096,669
0.0067743377923249175,0.4952459277390461,670
0.01849298009384948,0.4873501598874279,671
0.06912772386418958,0.4866375775444247,672
0.02554624928592691,0.47683450707030633,673
0.006883192988863151,0.47791233667152966,674
0.022741477726461692,0.48178924171352494,675
0.03195039793516169,0.4930243074143103,676
0.015528766535472839,0.4592972956017236,677
0.017341545154919136,0.4882745593822618,678
0.01663997509859127,0.48232260405826655,679
0.016457541211543313,0.4650646745903388,680
0.003454200086551204,0.49686194778036413,681
-0.008542395436555984,0.48208005505250306,682
-0.002643922739711785,0.5022617844104933,683
0.021306585218482534,0.48977872741656303,684
0.017114504302638157,0.484278087955519,685
0.008910370107315872,0.47991945164117816,686
0.036083223930875444,0.4885860332877241,687
0.020490845065080775,0.46624191096368955,688
0.01735724450905543,0.493530810864311,689
0.06018251293827569,0.4902094517626165,690
0.01452109754411655,0.5013570920594912,691
